suffixes
unveils interactive
Robredo secured
secured his
secured his
Kiefer of
of Germany
of Germany
64 64
Henman was
was left
said
in Dubai
last eight
Hantuchova moved
moved into
moved into
Open after
after beating
after beating
Likhotseva of
of Russia
of Russia
75 64
Williams
NA
NA
Open champion
champion Williams
champion Williams
survived an
Elena Bovina
Bovina 16
16 61
Bovina 16
16 61
16 61
number one
Davenport and
and Anastasia
and Anastasia
Myskina also
also progressed
also progressed
defeated Chinas
Jie Zheng
Zheng 62
62 75
Zheng 62
62 75
62 75
Open champion
champion Myskina
champion Myskina
sailed through
Bartoli retired
retired hurt
retired hurt
Davenport will
will now
will now
champion Conchita
Martinez of
of Spain
of Spain
who ousted
Dechy of
of France
of France
61 62
will face
Schnyder from
from Switzerland
from Switzerland
who defeated
Li Na
Na 63
63 76
Na 63
63 76
63 76
Mirza of
of India
of India
against Jelena
Jankovic of
of Serbia
of Serbia
and Montenegro
who both
NA
Davenport believes
believes there
was also
is in
sister who
because I
fast and
to make
history Andrew
Murray will
will become
will become
youngestever Davis
Cup player
player after
player after
on Saturday
NA
Sherwood against
against Israels
against Israels
Jonathan Erlich
Erlich and
and Andy
Erlich and
and Andy
and Andy
Ram
NA
NA
will eclipse
Becker back
back in
back in
Rusedski takes
takes Tim
takes Tim
Henmans place
place as
place as
Bogdanovic will
will play
will play
will take
Levy and
and Bogdanovic
and Bogdanovic
who
who has
will
will face
Okun
NA
NA
is the
tennis after
junior title
Sports Personality
Personality of
of the
Personality of
of the
of the
NA
number one
Henman who
who announced
who announced
Cup retirement
retirement earlier
retirement earlier
can win
Aviv
NA
NA
have some
Ram and
and Jonathan
and Jonathan
Erlich are
are among
are among
urged Bogdanovic
who has
tennis officials
is a
hits out
World number
number one
number one
Davenport has
has criticised
has criticised
over the
to a
Club chairman
chairman Tim
chairman Tim
Phillips the
the American
the American
said I
I think
said they
said they
NA
All England
club spokesperson
made the
grounds
was speaking
Duty Free
Free event
event will
Free event
event will
event will
Opens in
in offering
in offering
NA
we will
Williams who
who is
who is
added Im
obviously for
tennis is
tennis is
stunned by
Elia Venus
Venus Williams
Williams suffered
suffered a
Venus Williams
Williams suffered
suffered a
Williams suffered
suffered a
suffered a
Championships
NA
NA
Farina Elia
Elia who
who had
Elia who
who had
who had
fifth seed
Wimbledon champion
champion Conchita
champion Conchita
Martinez and
and Indias
and Indias
Sania Mirza
Mirza the
the oldest
Mirza the
the oldest
the oldest
32 beat
Asagoe 64
64 64
64 64
beat Jelena
Kostanic 67
67 72
67 72
the first
woman to
title this
will now
champion Svetlana
Kuznetsova
NA
NA
is a
though blamed
Elia on
on injuries
on injuries
were a
and there
your serve
in Miami
starting on
NA
ends Sania
Mirzas dream
dream Sania
dream Sania
Mirza the
the first
the first
woman to
Slam tennis
tennis event
tennis event
Williams
NA
NA
who got
Open in
in Melbourne
in Melbourne
lost to
16 46
took just
and sail
woman to
Slam is
is Nirupama
is Nirupama
Vaidyanathan
NA
NA
made it
Open in
in 1998
in 1998
the biggest
made little
in the
in some
a junior
doubles title
woman to
Petra Mandula
Mandula on
on Wednesday
Mandula on
on Wednesday
on Wednesday
NA
really excited
said after
I did
is not
but a
watched the
and Williams
NA
who lives
city of
known for
cricketers turned
never seen
told the
Press
NA
NA
takes Adelaide
victory Second
seed Joachim
Johansson won
won his
won his
Dent at
at the
at the
hardcourt championships
NA
was made
Dent surviving
surviving three
surviving three
got the
in 2004
Dent said
said he
semifinalist Johansson
as a
Open which
which starts
which starts
NA
NA
was more
going to
NA
hints at
Hingis has
has admitted
has admitted
later this
Womens Open
Open in
in Pattaya
Open in
in Pattaya
in Pattaya
which starts
as part
NA
also playing
to Le
Matin the
the 24yearold
the 24yearold
added At
there will
was 22
Germany in
in October
2002 when
Dementieva
NA
NA
seal Hopman
Cup success
success Slovakia
success Slovakia
clinched the
Cup for
for the
for the
30 in
final in
NA
Hantuchova put
put the
put the
Dulko 16
16 64
16 64
Hrbaty who
who had
who had
Coria 64
64 61
64 61
and Hrbaty
then won
was forced
win made
States
NA
NA
Hrbaty said
said
because I
number 31
ranked two
looked nervous
who had
hit back
as he
won the
on their
Kucera and
and Karina
and Karina
Habsudova beat
beat France
beat France
NA
prevails in
Kong Elena
Elena Dementieva
Dementieva swept
swept aside
Elena Dementieva
Dementieva swept
swept aside
Dementieva swept
swept aside
swept aside
Williams 63
63 62
63 62
Kongs Champions
Champions Challenge
Challenge event
event
Champions Challenge
Challenge event
event
Challenge event
event
event
ranked sixth
three times
saved three
Park tennis
tennis court
tennis court
NA
Slams
NA
NA
24 was
sidelines Philippoussis
Mark Philippoussis
Philippoussis withdrew
withdrew from
Philippoussis withdrew
withdrew from
withdrew from
International tennis
tennis tournament
tennis tournament
after suffering
Cup
NA
NA
Open which
which begins
which begins
in Melbourne
also remains
womens champion
HeninHardenne is
is also
is also
event because
Nathalie Dechy
Dechy beat
beat American
beat American
Lisa Raymond
Raymond 75
75 63
Raymond 75
75 63
75 63
one mens
Hewitt begins
begins his
begins his
title on
when he
Beck
NA
NA
Davenport top
top seed
top seed
Dechy in
in the
in the
NA
breezes into
Federer reached
reached the
reached the
Open with
with an
with an
Lopez
NA
NA
world number
and set
Nikolay Davydenko
Davydenko
NA
Davydenko
NA
NA
who lost
appearance in
Rusedski and
and I
and I
showed glimpses
NA
saved a
meanwhile upset
third seed
Grosjean 26
26 63
26 63
Santoro completed
completed a
completed a
when he
Costa
NA
NA
Costa will
will next
will next
Ivan Ljubicic
Ljubicic after
after the
Ljubicic after
after the
after the
Nadal 62
62 67
62 67
angry over
Rusedski has
has criticised
has criticised
said I
as it
number two
to provide
Higdon Vice
Vice President
Vice President
President of
of the
of the
NA
before the
Open
NA
NA
who takes
Federer at
at the
at the
Open later
later on
later on
conceded that
NA
after the
Open we
we wont
we wont
Monfils blows
blows away
blows away
French prodigy
prodigy Gael
prodigy Gael
Monfils underlined
underlined his
underlined his
Open champion
champion Gaston
champion Gaston
Gaudio 64
64 76
64 76
Open
NA
NA
Slam events
events last
events last
NA
Santoro the
the 2000
the 2000
Thomas Johansson
Johansson 64
64 62
Johansson 64
64 62
64 62
Youzhny lost
lost 63
lost 63
Nadal
NA
NA
Federer plays
plays Greg
plays Greg
Rusedski in
in the
in the
NA
who was
opens with
Mauresmo and
and Maria
and Maria
Sharapova won
won their
won their
Championships in
in Los
in Los
Angeles
NA
NA
Mauresmo routed
routed Vera
routed Vera
Zvonareva 61
61 60
61 60
champion Sharapova
was a
Svetlana Kuznetsova
Kuznetsova
NA
Kuznetsova
NA
NA
Serena Williams
Williams also
also won
Williams also
also won
also won
Elena Dementieva
Dementieva 76
76 75
Dementieva 76
76 75
76 75
win was
Davenport for
for the
for the
spent five
before injury
back in
then I
completed her
Zvonareva struggled
struggled to
struggled to
who was
Clijsters in
in last
in last
has lost
in the
Centre on
on Wednesday
on Wednesday
NA
not everything
that is
who lost
in Beijing
in September
said In
she was
play you
admitted she
fighting and
hoping said
NA
trying to
could play
Open Kim
Kim Clijsters
Clijsters has
has denied
Kim Clijsters
Clijsters has
has denied
Clijsters has
has denied
has denied
Australian Open
Open because
because of
Open because
because of
because of
chief Paul
McNamee had
had said
had said
wrist obviously
being absent
Clijsters would
would be
is still
had an
Jelena Dokic
Dokic who
who used
who used
has opted
Slam of
of the
of the
has not
Open since
since 2001
since 2001
champion Monica
Seles who
who has
who has
Open is
is another
is another
in talks
Roddick is
is reportedly
is reportedly
Cup assistant
assistant Dean
assistant Dean
Goldfine as
as his
as his
ended his
Gilbert on
on Monday
on Monday
and Goldfine
admits talks
NA
to told
Floridas SunSentinel
SunSentinel newspaper
newspaper Goldfine
SunSentinel newspaper
newspaper Goldfine
newspaper Goldfine
added That
wants a
39 has
Martin and
and Roddicks
and Roddicks
close friend
Fish and
and was
and was
team
is the
NA
survives Nalbandian
epic Home
favourite Lleyton
Hewitt came
came through
came through
David Nalbandian
Nalbandian to
to reach
Nalbandian to
to reach
to reach
Open semifinals
semifinals
semifinals
looked to
broke his
eventually grabbed
Roddick
NA
NA
Federer or
or Marat
or Marat
Safin in
in the
in the
seed Nalbandian
had never
dominated the
had stoked
exuberant oncourt
during one
appeared to
allowed his
broke on
who had
Slam
NA
NA
hanging in
four guys
return for
Olympic champion
champion Justine
champion Justine
HeninHardenne will
will return
will return
Sydney International
International tournament
tournament
International tournament
tournament
tournament
has not
in September
where she
Petrova
NA
NA
and at
Open
NA
NA
world number
Davenport and
and French
and French
Open champion
champion Anastasia
champion Anastasia
Myskina will
will also
will also
Hewitt returns
returns to
returns to
Moya
NA
NA
Spains Davis
Davis Cup
Cup final
final hero
Cup final
final hero
final hero
director Craig
Watson said
said I
said I
Davis Cup
Cup victory
victory saying
Cup victory
victory saying
victory saying
NA
suspended after
Koubek says
says he
says he
Tennis Federation
Federation ITF
ITF after
Federation ITF
ITF after
ITF after
Open but
but now
but now
believes an
doctor to
said in
who defeated
Greg Rusedski
Rusedski in
in the
Rusedski in
in the
in the
Cup in
in September
in September
is now
Open but
but also
but also
Cup in
in Australia
in Australia
NA
respond in
tennis top
Open courts
courts at
courts at
Park after
after criticism
after criticism
Hewitt
NA
NA
said he
Australias Geoff
Geoff Pollard
Pollard rejected
rejected his
Geoff Pollard
Pollard rejected
rejected his
Pollard rejected
rejected his
rejected his
who has
in seven
and Pollard
said the
players
surface may
performances over
proving how
beat Roger
Federer on
on in
on in
Cup in
in 2003
in 2003
battles to
title Serena
Williams staged
staged a
staged a
Davenport and
and win
and win
Open title
title
title
Slam title
title and
title and
in 2003
had looked
game collapsed
to take
later explained
had me
paid tribute
saying Shes
took advantage
not losing
afterwards
not losing
letting the
looked comfortable
won nine
looked to
NA
turns down
down Federer
offer Australian
tennis coach
Roche has
has turned
has turned
Federer to
to be
to be
HeraldSun said
said Roche
said Roche
troubled by
Roche is
is happy
star on
Open crown
crown
crown
has been
Lundgren in
in 2003
in 2003
a former
Cup player
player for
player for
won the
Open reached
reached the
reached the
and US
finals and
doubles titles
Newcombe
NA
NA
Lendl and
and Pat
and Pat
Rafter to
to Grand
to Grand
Slam victories
victories and
victories and
Lleyton Hewitt
Hewitt
NA
Hewitt
NA
NA
reports claim
initially wanted
Agassis Australian
Australian coach
coach Darren
Australian coach
coach Darren
coach Darren
Cahill before
before Agassi
before Agassi
confirmed he
was named
sportsman of
to add
Sports Journalists
Journalists Association
Association awards
awards he
Journalists Association
Association awards
awards he
Association awards
awards he
awards he
continues Adelaide
progress American
Taylor Dent
Dent reached
reached the
Dent reached
reached the
reached the
hardcourt event
with a
Juan Ignacio
Ignacio Chela
Chela
NA
Ignacio Chela
Chela
NA
Chela
NA
NA
will meet
Joachim Johansson
Johansson on
on Sunday
Johansson on
on Sunday
on Sunday
after the
Olivier Rochus
Rochus 61
61 76
Rochus 61
61 76
61 76
the boyfriend
Hewitts sister
sister Jaslyn
sister Jaslyn
received strong
NA
lives here
NA
was leading
said
sidesteps Davis
Cup in
in 2005
in 2005
Moya has
has chosen
has chosen
try and
Cup crown
crown they
crown they
in November
NA
led Spain
to victory
Slams in
in 2005
in 2005
Cup in
in 2006
in 2006
Cup team
team
team
NA
Open champion
champion is
champion is
the Davis
Cup in
in Seville
in Seville
I have
began 2005
Open on
on Sunday
on Sunday
NA
decides to
Cup Tim
Tim Henman
Henman has
has retired
Tim Henman
Henman has
has retired
Henman has
has retired
has retired
Britains Davis
Davis Cup
Cup team
team
Davis Cup
Cup team
team
Cup team
team
team
Cup debut
debut in
debut in
and on
Slam event
event
event
made no
Britain has
has always
has always
told his
Jeremy Bates
Bates has
has touted
Bates has
has touted
has touted
Bogdanovic and
and Andrew
and Andrew
Murray as
as possible
as possible
added that
in its
Cup success
success with
success with
in March
NA
I wont
and the
players develop
really enjoyed
fans both
leaves Davis
Cup tennis
tennis with
tennis with
Britain captain
captain Jeremy
captain Jeremy
Bates paid
paid tribute
paid tribute
efforts over
has quite
Cup career
career and
career and
NA
magnificent record
its a
Cup and
and focus
and focus
Slams and
and Tour
and Tour
NA
to the
Davis Cup
Cup tennis
tennis but
Cup tennis
tennis but
tennis but
calibre I
made his
Cup debut
debut in
debut in
in Manchester
NA
won their
of the
eventually lost
and Britain
had little
Cup matches
matches until
matches until
Group
NA
NA
drew the
Rusedski fell
fell to
fell to
Courier in
in the
in the
NA
seals Canberra
victory Serbias
Ana Ivanovic
Ivanovic captured
captured her
Ivanovic captured
captured her
captured her
Melinda Czink
Czink in
in the
Czink in
in the
in the
Classic
NA
NA
beat Czink
in the
made the
Srebotnik withdrew
withdrew injured
withdrew injured
said I
finalist last
will play
Benesova of
of the
of the
Republic in
in the
in the
Open in
in Melbourne
in Melbourne
NA
digs in
sports minister
Kuznetsova doping
doping row
doping row
Eerdekens claims
claims the
claims the
champion tested
for making
says the
said she
Tennis Association
Association cleared
cleared Kuznetsova
Association cleared
cleared Kuznetsova
cleared Kuznetsova
of any
said he
Justine HeninHardenne
HeninHardenne Nathalie
Nathalie Dechy
HeninHardenne Nathalie
Nathalie Dechy
Nathalie Dechy
Dechy of
of France
of France
and Russias
Elena Dementieva
Dementieva
NA
Dementieva
NA
NA
is fuming
said
really upset
government did
is also
and herself
Dechy who
who really
who really
at all
just very
relieved at
recovery Marat
Safin admitted
admitted he
admitted he
Open final
final nightmare
final nightmare
Hewitt
NA
NA
who lost
NA
Slam titles
titles hes
titles hes
played some
NA
he made
revealed that
Federer had
had given
had given
is a
NA
I beat
its like
continues Spanish
surge Unseeded
Nicolas Almagro
Almagro became
became the
Almagro became
became the
became the
to reach
Aires Open
Open ousting
ousting eighth
Open ousting
ousting eighth
ousting eighth
Zabaleta
NA
NA
and seventh
Nadal also
also reached
also reached
Potito Starace
Starace 61
61 63
Starace 61
61 63
61 63
playing in
in a
teenager Nadal
NA
I was
Gaudio who
who beat
who beat
Flavio Saretta
Saretta 63
63 62
Saretta 63
63 62
63 62
shocks Agassi
in San
Jose Second
Second seed
seed Andre
Second seed
seed Andre
seed Andre
Agassi suffered
suffered a
suffered a
Melzer in
in the
in the
NA
was often
drop shots
Jose losing
losing 63
losing 63
champion and
Roddick rallied
rallied to
rallied to
Thomas Enqvist
Enqvist 36
36 76
Enqvist 36
36 76
36 76
Saulnier beat
beat the
beat the
Spadea 62
62 64
62 64
Haas overcame
overcame eighth
overcame eighth
Mirnyi 67
67 27
67 27
has now
in two
NA
who was
was an
NA
added
makes Indian
tennis history
Sania Mirza
Mirza completed
completed a
Mirza completed
completed a
completed a
Open by
by becoming
by becoming
in history
Bondarenko of
of the
of the
64 57
ranked 134
NA
Open in
in January
in January
Mirza became
became the
woman to
Slam before
before losing
before losing
Williams
NA
NA
to win
Open
NA
NA
playing in
broke serve
raced into
hauled herself
broke again
rediscovered the
thought she
eventually lost
again in
